DATE,WEEKDAY,STATION,COUNT_PICKUP,COUNT_RETURN,BALANCE,CAPACITY,IMBALANCE_FACTOR,TURNOVER
2021-08-26,yes,10th & K St NW,30.0,39.0,9.0,23,0.4,1.3
2021-08-27,yes,10th & K St NW,53.0,43.0,-10.0,23,-0.4,2.3
2021-08-28,no,10th & K St NW,38.0,38.0,0.0,23,0.0,1.7
2021-08-29,no,10th & K St NW,25.0,19.0,-6.0,23,-0.3,1.1
2021-08-30,yes,10th & K St NW,24.0,24.0,0.0,23,0.0,1.0
2021-08-31,yes,10th & K St NW,27.0,27.0,0.0,23,0.0,1.2
2021-09-01,yes,10th & K St NW,27.0,28.0,1.0,23,0.0,1.2
2021-09-02,yes,10th & K St NW,29.0,30.0,1.0,23,0.0,1.3
2021-09-03,yes,10th & K St NW,40.0,37.0,-3.0,23,-0.1,1.7
2021-09-04,no,10th & K St NW,24.0,33.0,9.0,23,0.4,1.0
2021-09-05,no,10th & K St NW,39.0,38.0,-1.0,23,-0.0,1.7
2021-09-06,yes,10th & K St NW,41.0,31.0,-10.0,23,-0.4,1.8
2021-09-07,yes,10th & K St NW,27.0,25.0,-2.0,23,-0.1,1.2
2021-09-08,yes,10th & K St NW,34.0,34.0,0.0,23,0.0,1.5
2021-09-09,yes,10th & K St NW,33.0,30.0,-3.0,23,-0.1,1.4
2021-09-10,yes,10th & K St NW,37.0,31.0,-6.0,23,-0.3,1.6
2021-09-11,no,10th & K St NW,43.0,40.0,-3.0,23,-0.1,1.9
2021-09-12,no,10th & K St NW,45.0,46.0,1.0,23,0.0,2.0
2021-09-13,yes,10th & K St NW,40.0,35.0,-5.0,23,-0.2,1.7
2021-09-14,yes,10th & K St NW,41.0,41.0,0.0,23,0.0,1.8
2021-09-15,yes,10th & K St NW,39.0,33.0,-6.0,23,-0.3,1.7
2021-09-16,yes,10th & K St NW,26.0,22.0,-4.0,23,-0.2,1.1
2021-09-17,yes,10th & K St NW,27.0,24.0,-3.0,23,-0.1,1.2
2021-09-18,no,10th & K St NW,40.0,43.0,3.0,23,0.1,1.7
2021-09-19,no,10th & K St NW,37.0,39.0,2.0,23,0.1,1.6
2021-09-20,yes,10th & K St NW,46.0,39.0,-7.0,23,-0.3,2.0
2021-09-21,yes,10th & K St NW,25.0,22.0,-3.0,23,-0.1,1.1
2021-09-22,yes,10th & K St NW,21.0,21.0,0.0,23,0.0,0.9
2021-09-23,yes,10th & K St NW,19.0,22.0,3.0,23,0.1,0.8
2021-09-24,yes,10th & K St NW,48.0,44.0,-4.0,23,-0.2,2.1
2021-09-25,no,10th & K St NW,53.0,48.0,-5.0,23,-0.2,2.3
2021-09-26,no,10th & K St NW,40.0,39.0,-1.0,23,-0.0,1.7
2021-09-27,yes,10th & K St NW,41.0,32.0,-9.0,23,-0.4,1.8
2021-09-28,yes,10th & K St NW,41.0,36.0,-5.0,23,-0.2,1.8
2021-09-29,yes,10th & K St NW,32.0,38.0,6.0,23,0.3,1.4
2021-09-30,yes,10th & K St NW,57.0,51.0,-6.0,23,-0.3,2.5
2021-10-01,yes,10th & K St NW,32.0,41.0,9.0,23,0.4,1.4
2021-10-02,no,10th & K St NW,42.0,52.0,10.0,23,0.4,1.8
2021-10-03,no,10th & K St NW,56.0,48.0,-8.0,23,-0.3,2.4
2021-10-04,yes,10th & K St NW,42.0,41.0,-1.0,23,-0.0,1.8
2021-10-05,yes,10th & K St NW,47.0,46.0,-1.0,23,-0.0,2.0
2021-10-06,yes,10th & K St NW,42.0,35.0,-7.0,23,-0.3,1.8
2021-10-07,yes,10th & K St NW,30.0,35.0,5.0,23,0.2,1.3
2021-10-08,yes,10th & K St NW,39.0,47.0,8.0,23,0.3,1.7
